^SPX (Standard & Poors 500 Index),3009.05,-74.71
Jun 27 2020 @ 05:39 ET,Bid,2977.94,Ask,3245.56,Size,1x1,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
07/02/2020,SPXW200702C01350000,0,0,1664.7,1670.8,0,2.3547,0.9975,0,0,1350.000,SPXW200702P01350000,0.05,0,0,0.05,0,1.7761,-0.0001,0,146
07/02/2020,SPXW200702C01400000,0,0,1614.7,1620.3,0,2.2371,0.9975,0,0,1400.000,SPXW200702P01400000,0.05,0,0,0.05,0,1.7862,-0.0003,0,403
07/02/2020,SPXW200702C01450000,1681.2,0,1564.7,1571.5,0,2.2003,0.9968,0,1,1450.000,SPXW200702P01450000,0.05,0,0,0.05,0,1.7131,-0.0003,0,285
07/02/2020,SPXW200702C01500000,0,0,1514.5,1520.3,0,2.0485,0.9973,0,0,1500.000,SPXW200702P01500000,0.05,0,0,0.05,0,1.6337,-0.0003,0,144
07/02/2020,SPXW200702C01550000,0,0,1464.7,1470.3,0,2.0249,0.9964,0,0,1550.000,SPXW200702P01550000,0.05,0.025,0,0.1,19,1.5635,-0.0003,0,121
07/02/2020,SPXW200702C01600000,0,0,1414.8,1421.5,0,1.604,0.9992,0,0,1600.000,SPXW200702P01600000,0.05,0.025,0,0.05,185,1.4854,-0.0003,0,565
07/02/2020,SPXW200702C01650000,1361.1,-65.05,1364.8,1370.1,1,0,0.9998,0,0,1650.000,SPXW200702P01650000,0.05,0.025,0,0.1,40,1.4199,-0.0003,0,190
07/02/2020,SPXW200702C01700000,0,0,1314.8,1320.3,0,1.7297,0.9964,0,0,1700.000,SPXW200702P01700000,0.07,0.045,0,0.1,32,1.3947,-0.0005,0,245
07/02/2020,SPXW200702C01750000,0,0,1264.7,1271.4,0,1.7102,0.9952,0,0,1750.000,SPXW200702P01750000,0.1,0.025,0,0.1,21,1.33,-0.0005,0,502
07/02/2020,SPXW200702C01800000,0,0,1214.8,1220.2,0,1.591,0.9957,0,0,1800.000,SPXW200702P01800000,0.05,-0.025,0,0.1,52,1.2929,-0.0007,0,187
07/02/2020,SPXW200702C01850000,0,0,1164.8,1171,0,1.4931,0.9959,0,0,1850.000,SPXW200702P01850000,0.1,0.025,0,0.15,65,1.2288,-0.0007,0,125
07/02/2020,SPXW200702C01900000,0,0,1114.8,1120.3,0,1.4281,0.9955,0,0,1900.000,SPXW200702P01900000,0.1,0.025,0.05,0.15,87,1.1653,-0.0008,0,627
07/02/2020,SPXW200702C01950000,0,0,1064.9,1070.4,0,1.2075,0.9981,0,0,1950.000,SPXW200702P01950000,0.1,0,0.05,0.15,130,1.1427,-0.0012,0,1780
07/02/2020,SPXW200702C02000000,1106.08,0,1014.9,1020.4,0,1.3079,0.9943,0,1,2000.000,SPXW200702P02000000,0.1,-0.025,0.05,0.2,165,1.0808,-0.0012,0,600
07/02/2020,SPXW200702C02050000,0,0,964.9,970.9,0,1.0963,0.9975,0,0,2050.000,SPXW200702P02050000,0.15,0.025,0.1,0.2,104,1.0479,-0.0017,0,819
07/02/2020,SPXW200702C02100000,0,0,914.7,920.5,0,1.2059,0.9921,0,0,2100.000,SPXW200702P02100000,0.2,0.025,0.15,0.25,13,0.9867,-0.0017,0,2452
07/02/2020,SPXW200702C02150000,0,0,865,870.5,0,1.1111,0.9927,0,0,2150.000,SPXW200702P02150000,0.25,0.025,0.15,0.25,18,0.9385,-0.002,0,1812
07/02/2020,SPXW200702C02175000,0,0,840,845.5,0,1.1167,0.9907,0.0001,0,2175.000,SPXW200702P02175000,0.35,0.1,0.15,0.25,23,0.9263,-0.0025,0,218
07/02/2020,SPXW200702C02200000,0,0,814.8,820.2,0,1.0434,0.9923,0.0001,0,2200.000,SPXW200702P02200000,0.25,-0.025,0.2,0.3,783,0.8976,-0.0026,0,1971
07/02/2020,SPXW200702C02225000,0,0,790,795.5,0,1.0322,0.9909,0.0001,0,2225.000,SPXW200702P02225000,0.25,0,0.2,0.3,371,0.8753,-0.0028,0,2524
07/02/2020,SPXW200702C02250000,0,0,765.1,770.5,0,1.0225,0.9892,0.0001,0,2250.000,SPXW200702P02250000,0.35,0.05,0.2,0.3,95,0.8529,-0.0031,0,2941
07/02/2020,SPXW200702C02275000,0,0,740.1,745.5,0,0.9546,0.9909,0.0001,0,2275.000,SPXW200702P02275000,0.25,-0.05,0.2,0.35,590,0.83,-0.0034,0,1464
07/02/2020,SPXW200702C02300000,722.5,-54.05,715,720.5,1,0.9111,0.9913,0.0001,1,2300.000,SPXW200702P02300000,0.3,-0.025,0.3,0.35,5408,0.8062,-0.0038,0,6134
07/02/2020,SPXW200702C02325000,706.3,-45.25,690.1,696.1,1,0.8939,0.99,0.0001,26,2325.000,SPXW200702P02325000,0.35,0,0.25,0.4,209,0.7829,-0.0041,0,144
07/02/2020,SPXW200702C02350000,669.6,0,665.1,670.6,0,0.8613,0.9897,0.0001,1,2350.000,SPXW200702P02350000,0.35,-0.025,0.25,0.4,2321,0.7587,-0.0045,0,799
07/02/2020,SPXW200702C02375000,475.4,0,640.2,645.7,0,0.8335,0.989,0.0001,10,2375.000,SPXW200702P02375000,0.5,0.1,0.3,0.45,540,0.7429,-0.0053,0.0001,708
07/02/2020,SPXW200702C02400000,542.9,0,615.3,619.6,0,0.8175,0.9872,0.0001,15,2400.000,SPXW200702P02400000,0.35,-0.1,0.35,0.45,1065,0.7179,-0.0057,0.0001,1148
07/02/2020,SPXW200702C02425000,602.2,0,590.3,594.6,0,0.8029,0.985,0.0001,1,2425.000,SPXW200702P02425000,0.4,-0.075,0.4,0.5,794,0.6961,-0.0064,0.0001,815
07/02/2020,SPXW200702C02450000,0,0,565.4,569.7,0,0.7491,0.9865,0.0001,0,2450.000,SPXW200702P02450000,0.45,-0.05,0.45,0.55,924,0.6798,-0.0076,0.0001,4536
07/02/2020,SPXW200702C02460000,0,0,555.4,559.7,0,0.7503,0.9849,0.0001,0,2460.000,SPXW200702P02460000,0.75,0.2,0.45,0.6,953,0.668,-0.0077,0.0001,0
07/02/2020,SPXW200702C02470000,0,0,545.4,549.7,0,0.7439,0.9839,0.0001,0,2470.000,SPXW200702P02470000,0.5,-0.05,0.5,0.6,590,0.662,-0.0083,0.0001,0
07/02/2020,SPXW200702C02475000,0,0,540.4,544.7,0,0.7406,0.9834,0.0001,0,2475.000,SPXW200702P02475000,0.55,0,0.5,0.6,835,0.6561,-0.0083,0.0001,2153
07/02/2020,SPXW200702C02480000,0,0,535.4,539.8,0,0.7309,0.9836,0.0001,0,2480.000,SPXW200702P02480000,0.55,0,0.5,0.65,161,0.6502,-0.0084,0.0001,4
07/02/2020,SPXW200702C02490000,0,0,525.5,529.8,0,0,0.9768,0.0002,0,2490.000,SPXW200702P02490000,0.55,-0.05,0.55,0.65,514,0.6438,-0.009,0.0001,0
07/02/2020,SPXW200702C02500000,0,0,515.5,519.8,0,0,0.995,0.0001,0,2500.000,SPXW200702P02500000,0.6,0,0.6,0.7,5074,0.6319,-0.0092,0.0001,1564
07/02/2020,SPXW200702C02510000,0,0,505.5,509.9,0,0.692,0.9828,0.0002,0,2510.000,SPXW200702P02510000,0.6,-0.05,0.6,0.7,385,0.625,-0.0098,0.0001,3
07/02/2020,SPXW200702C02520000,0,0,495.5,499.9,0,0.6698,0.9837,0.0002,0,2520.000,SPXW200702P02520000,1.2,0.55,0.6,0.75,293,0.6179,-0.0105,0.0001,40
07/02/2020,SPXW200702C02525000,0,0,490.6,494.9,0,0.6725,0.9824,0.0002,0,2525.000,SPXW200702P02525000,0.85,0.2,0.65,0.75,573,0.6117,-0.0105,0.0001,772
07/02/2020,SPXW200702C02530000,0,0,485.6,489.9,0,0.6602,0.983,0.0002,0,2530.000,SPXW200702P02530000,1.3,0.6,0.65,0.8,175,0.6104,-0.0111,0.0001,182
07/02/2020,SPXW200702C02540000,0,0,475.6,480,0,0.6724,0.9792,0.0002,0,2540.000,SPXW200702P02540000,0.7,0,0.7,0.8,199,0.6006,-0.0116,0.0001,327
07/02/2020,SPXW200702C02550000,416.67,0,465.7,470,0,0,0.9997,0,8,2550.000,SPXW200702P02550000,0.8,0.05,0.75,0.85,1029,0.5925,-0.0122,0.0001,12308
07/02/2020,SPXW200702C02560000,0,0,455.7,460.1,0,0.6534,0.9773,0.0002,0,2560.000,SPXW200702P02560000,0.9,0.15,0.75,0.9,94,0.5825,-0.0127,0.0001,298
07/02/2020,SPXW200702C02570000,564.5,0,445.7,450.1,0,0.6401,0.9769,0.0002,1,2570.000,SPXW200702P02570000,0.8,0,0.8,0.95,147,0.5743,-0.0135,0.0002,170
07/02/2020,SPXW200702C02575000,0,0,440.8,445.2,0,0.6055,0.9811,0.0002,0,2575.000,SPXW200702P02575000,1,0.2,0.8,1,133,0.5718,-0.014,0.0002,5757
07/02/2020,SPXW200702C02580000,0,0,435.8,440.2,0,0.6199,0.9776,0.0002,0,2580.000,SPXW200702P02580000,0.85,0,0.85,1,136,0.5658,-0.0142,0.0002,765
07/02/2020,SPXW200702C02590000,0,0,425.8,430.2,0,0.6116,0.9764,0.0002,0,2590.000,SPXW200702P02590000,1.65,0.8,0.85,1.05,132,0.5588,-0.0152,0.0002,814
07/02/2020,SPXW200702C02595000,0,0,420.9,425.3,0,0.5931,0.9782,0.0002,0,2595.000,SPXW200702P02595000,1.35,0.45,0.9,1.1,2398,0.5543,-0.0156,0.0002,1000
07/02/2020,SPXW200702C02600000,528.75,0,415.9,420.3,0,0.5891,0.9776,0.0002,8,2600.000,SPXW200702P02600000,1.05,0.15,0.9,1.1,3469,0.5497,-0.016,0.0002,12639
07/02/2020,SPXW200702C02605000,0,0,410.9,415.3,0,0.5826,0.9773,0.0002,0,2605.000,SPXW200702P02605000,1.8,0.875,0.95,1.15,63,0.5453,-0.0164,0.0002,142
07/02/2020,SPXW200702C02610000,518.95,0,405.8,410.7,0,0.5737,0.9775,0.0002,8,2610.000,SPXW200702P02610000,1.25,0.3,1,1.2,291,0.5422,-0.0171,0.0002,831
07/02/2020,SPXW200702C02615000,0,0,401,405.4,0,0.5743,0.976,0.0003,0,2615.000,SPXW200702P02615000,1.45,0.475,1.05,1.2,110,0.5376,-0.0175,0.0002,209
07/02/2020,SPXW200702C02620000,0,0,396,400.5,0,0,0.993,0.0001,0,2620.000,SPXW200702P02620000,1.05,0.05,1,1.25,726,0.5329,-0.0179,0.0002,630
07/02/2020,SPXW200702C02625000,410.3,0,390.9,395.8,0,0.559,0.9759,0.0003,1,2625.000,SPXW200702P02625000,1.3,0.275,1.05,1.3,785,0.5295,-0.0186,0.0002,1295
07/02/2020,SPXW200702C02630000,0,0,386.4,390.5,0,0,0.9902,0.0001,0,2630.000,SPXW200702P02630000,2,0.95,1.1,1.35,12,0.5261,-0.0193,0.0002,285
07/02/2020,SPXW200702C02635000,0,0,381.4,385.6,0,0.5609,0.9724,0.0003,0,2635.000,SPXW200702P02635000,2.05,0.975,1.1,1.35,24,0.5226,-0.02,0.0002,125
07/02/2020,SPXW200702C02640000,0,0,376.4,380.6,0,0.544,0.9743,0.0003,0,2640.000,SPXW200702P02640000,1.2,0.1,1.15,1.4,156,0.5176,-0.0205,0.0002,259
07/02/2020,SPXW200702C02645000,0,0,371.2,375.7,0,0.5593,0.9692,0.0003,0,2645.000,SPXW200702P02645000,1.56,0.435,1.25,1.45,100,0.5126,-0.021,0.0003,210
07/02/2020,SPXW200702C02650000,487.3,0,366.5,370.7,0,0.5431,0.971,0.0003,8,2650.000,SPXW200702P02650000,1.4,0.25,1.3,1.5,821,0.5089,-0.0217,0.0003,2323
07/02/2020,SPXW200702C02655000,0,0,361.3,365.8,0,0.5422,0.9694,0.0003,0,2655.000,SPXW200702P02655000,1.57,0.37,1.3,1.55,50,0.5062,-0.0227,0.0003,218
07/02/2020,SPXW200702C02660000,477.55,0,356.6,360.8,0,0.5318,0.97,0.0003,3,2660.000,SPXW200702P02660000,2.4,1.175,1.35,1.6,11,0.5023,-0.0234,0.0003,212
07/02/2020,SPXW200702C02665000,0,0,351.7,355.9,0,0.5412,0.9657,0.0004,0,2665.000,SPXW200702P02665000,2.35,1.1,1.4,1.65,23,0.4982,-0.0242,0.0003,212
07/02/2020,SPXW200702C02670000,464.59,0,346.7,350.9,0,0.5394,0.9641,0.0004,0,2670.000,SPXW200702P02670000,1.5,0.2,1.45,1.7,108,0.4941,-0.025,0.0003,270
07/02/2020,SPXW200702C02675000,500.36,0,341.5,346,0,0.5277,0.965,0.0004,9,2675.000,SPXW200702P02675000,2.6,1.275,1.5,1.75,55,0.4909,-0.026,0.0003,136
07/02/2020,SPXW200702C02680000,454.89,0,336.9,341,0,0.335,0.9972,0.0001,1,2680.000,SPXW200702P02680000,1.6,0.25,1.55,1.8,111,0.4876,-0.0271,0.0003,224
07/02/2020,SPXW200702C02685000,0,0,331.7,336.1,0,0.5206,0.9624,0.0004,0,2685.000,SPXW200702P02685000,2.75,1.35,1.6,1.9,132,0.4832,-0.0279,0.0003,183
07/02/2020,SPXW200702C02690000,367.6,0,326.7,331.1,0,0.5058,0.9642,0.0004,1,2690.000,SPXW200702P02690000,2.85,1.4,1.65,1.95,10,0.4797,-0.029,0.0004,227
07/02/2020,SPXW200702C02695000,0,0,321.8,326.5,0,0.5022,0.9628,0.0004,0,2695.000,SPXW200702P02695000,2.9,1.425,1.8,2,26,0.4761,-0.0301,0.0004,180
07/02/2020,SPXW200702C02700000,318.72,-59.08,317.2,321.3,4,0.3538,0.9932,0.0001,22,2700.000,SPXW200702P02700000,1.85,0.325,1.8,2.1,6560,0.4732,-0.0314,0.0004,4077
07/02/2020,SPXW200702C02705000,0,0,312.2,316.4,0,0.5007,0.9584,0.0005,0,2705.000,SPXW200702P02705000,2.55,0.975,1.9,2.15,229,0.4685,-0.0323,0.0004,123
07/02/2020,SPXW200702C02710000,466.11,0,307.3,311.4,0,0.4879,0.9597,0.0005,9,2710.000,SPXW200702P02710000,2.42,0.795,1.95,2.25,59,0.4654,-0.0337,0.0004,170
07/02/2020,SPXW200702C02715000,319.4,0,302.4,306.5,0,0.484,0.9582,0.0005,3,2715.000,SPXW200702P02715000,2.8,1.125,2.05,2.3,243,0.4621,-0.0352,0.0004,212
07/02/2020,SPXW200702C02720000,378.82,0,297.5,301.6,0,0.4895,0.9538,0.0005,1,2720.000,SPXW200702P02720000,3.7,1.975,2.15,2.45,7,0.4587,-0.0366,0.0005,207
07/02/2020,SPXW200702C02725000,278.9,0,292.6,296.7,0,0.4826,0.9532,0.0005,1,2725.000,SPXW200702P02725000,3.8,2.025,2.2,2.55,87,0.4551,-0.038,0.0005,5399
07/02/2020,SPXW200702C02730000,404.29,0,287.7,291.8,0,0.4807,0.9508,0.0005,1,2730.000,SPXW200702P02730000,2.65,0.775,2.35,2.6,110,0.4515,-0.0395,0.0005,85
07/02/2020,SPXW200702C02735000,0,0,282.9,286.9,0,0.4773,0.9489,0.0006,4,2735.000,SPXW200702P02735000,3.6,1.675,2.45,2.75,156,0.4492,-0.0415,0.0005,37
07/02/2020,SPXW200702C02740000,394.79,0,278,282,0,0.4031,0.9706,0.0004,7,2740.000,SPXW200702P02740000,3.4,1.425,2.55,2.85,172,0.4453,-0.0431,0.0005,522
07/02/2020,SPXW200702C02745000,0,0,272.9,277.1,0,0.4619,0.948,0.0006,4,2745.000,SPXW200702P02745000,4.3,2.225,2.7,3,59,0.4424,-0.0451,0.0006,126
07/02/2020,SPXW200702C02750000,271.96,-56.34,268.3,272.2,3,0.4559,0.9468,0.0006,17,2750.000,SPXW200702P02750000,3.5,1.375,2.85,3.1,442,0.4396,-0.0472,0.0006,3893
07/02/2020,SPXW200702C02755000,288.9,0,263.2,267.4,0,0.4452,0.9474,0.0006,9,2755.000,SPXW200702P02755000,3.59,1.365,3,3.3,74,0.4365,-0.0492,0.0006,107
07/02/2020,SPXW200702C02760000,284.4,0,258.6,262.5,0,0.4485,0.9427,0.0007,4,2760.000,SPXW200702P02760000,3.83,1.505,3.1,3.5,247,0.4331,-0.0513,0.0006,452
07/02/2020,SPXW200702C02765000,0,0,253.6,257.7,0,0.4446,0.9405,0.0007,0,2765.000,SPXW200702P02765000,4,1.575,3.2,3.6,71,0.4298,-0.0535,0.0007,102
07/02/2020,SPXW200702C02770000,356.1,0,249,252.9,0,0.4416,0.9379,0.0007,5,2770.000,SPXW200702P02770000,3.8,1.275,3.4,3.8,82,0.4273,-0.0562,0.0007,191
07/02/2020,SPXW200702C02775000,343.15,0,244.2,248.1,0,0.4385,0.9353,0.0007,37,2775.000,SPXW200702P02775000,4,1.375,3.6,4,909,0.4246,-0.0589,0.0007,593
07/02/2020,SPXW200702C02780000,268.8,0,239.4,243.3,0,0.4351,0.9326,0.0008,5,2780.000,SPXW200702P02780000,4.24,1.515,3.8,4.2,331,0.4217,-0.0616,0.0007,250
07/02/2020,SPXW200702C02785000,0,0,234.4,238.5,0,0.4409,0.9258,0.0008,0,2785.000,SPXW200702P02785000,4.9,2.05,4,4.4,239,0.4196,-0.0648,0.0008,101
07/02/2020,SPXW200702C02790000,337.74,0,229.9,233.7,0,0.3779,0.9495,0.0007,19,2790.000,SPXW200702P02790000,5.2,2.2,4.2,4.7,184,0.4172,-0.068,0.0008,272
07/02/2020,SPXW200702C02795000,225.04,-59.26,225,228.9,15,0.4257,0.9235,0.0009,0,2795.000,SPXW200702P02795000,5.6,2.5,4.5,4.9,211,0.4137,-0.0709,0.0008,128
07/02/2020,SPXW200702C02800000,222.05,-57.5,220.4,224.2,31,0.4234,0.9198,0.0009,3104,2800.000,SPXW200702P02800000,5.1,1.8,4.7,5.2,5192,0.4118,-0.0746,0.0009,5714
07/02/2020,SPXW200702C02805000,215.64,-59.01,215.6,219.5,25,0.429,0.9121,0.001,0,2805.000,SPXW200702P02805000,6.5,3.1,5,5.5,123,0.4096,-0.0785,0.0009,283
07/02/2020,SPXW200702C02810000,238.66,0,211,214.8,0,0.4003,0.9211,0.0009,14,2810.000,SPXW200702P02810000,5.3,1.7,5.3,5.8,501,0.4071,-0.0823,0.001,203
07/02/2020,SPXW200702C02815000,319.3,0,206.2,210.1,0,0.4149,0.9084,0.001,0,2815.000,SPXW200702P02815000,7.11,3.31,5.6,6.1,464,0.4044,-0.0862,0.001,366
07/02/2020,SPXW200702C02820000,196.2,-63.95,201.7,205.4,3,0.4183,0.9011,0.0011,16,2820.000,SPXW200702P02820000,7.28,3.28,6,6.4,171,0.4014,-0.0901,0.001,701
07/02/2020,SPXW200702C02825000,190.3,-65.05,197.1,200.8,8,0.4146,0.8972,0.0011,6,2825.000,SPXW200702P02825000,7.3,3.1,6.3,6.8,459,0.399,-0.0946,0.0011,1294
07/02/2020,SPXW200702C02830000,185.7,-65,191.5,197.2,18,0.4072,0.895,0.0012,51,2830.000,SPXW200702P02830000,8,3.6,6.7,7.2,372,0.3971,-0.0994,0.0011,406
07/02/2020,SPXW200702C02835000,0,0,189.1,191.4,0,0.406,0.8895,0.0012,0,2835.000,SPXW200702P02835000,8.45,3.85,7,7.6,195,0.3948,-0.1044,0.0012,157
07/02/2020,SPXW200702C02840000,179.1,-62,184.5,186.8,1,0.4031,0.8846,0.0012,14,2840.000,SPXW200702P02840000,8.03,3.18,7.5,8,177,0.3922,-0.1093,0.0012,618
07/02/2020,SPXW200702C02845000,194.7,-41.7,177.8,183.5,2,0.3999,0.8796,0.0013,7,2845.000,SPXW200702P02845000,8.73,3.63,7.9,8.5,173,0.3901,-0.1148,0.0013,121
07/02/2020,SPXW200702C02850000,178.73,-52.87,175.4,177.7,2,0.3978,0.8738,0.0013,101,2850.000,SPXW200702P02850000,8.82,3.42,8.4,9,1273,0.3876,-0.1203,0.0013,1515
07/02/2020,SPXW200702C02855000,184,-43.05,169.8,174.5,1,0.3953,0.868,0.0014,0,2855.000,SPXW200702P02855000,9.82,4.12,8.9,9.5,185,0.3855,-0.1263,0.0014,240
07/02/2020,SPXW200702C02860000,162.7,-59.55,164.3,170.2,86,0.3926,0.8621,0.0014,103,2860.000,SPXW200702P02860000,9.82,3.82,9.4,10,292,0.3831,-0.1323,0.0014,214
07/02/2020,SPXW200702C02865000,174.2,-43.45,159.8,165.6,1,0.3901,0.8558,0.0015,5,2865.000,SPXW200702P02865000,10.1,3.8,9.9,10.6,139,0.3809,-0.1387,0.0015,51
07/02/2020,SPXW200702C02870000,151.15,-61.75,157.6,159.9,1,0.3879,0.849,0.0016,12,2870.000,SPXW200702P02870000,11.29,4.59,10.5,11.1,227,0.3784,-0.1453,0.0016,396
07/02/2020,SPXW200702C02875000,146.85,-61.5,152.9,156.7,1,0.3854,0.8422,0.0016,26,2875.000,SPXW200702P02875000,10.7,3.65,11.1,11.8,1191,0.3767,-0.1525,0.0016,352
07/02/2020,SPXW200702C02880000,141.45,-62.2,148.9,151.1,1,0.3831,0.835,0.0017,94,2880.000,SPXW200702P02880000,12.86,5.41,11.8,12.4,163,0.3747,-0.1599,0.0017,569
07/02/2020,SPXW200702C02885000,235.3,0,144.6,146.8,0,0.3805,0.8276,0.0017,3,2885.000,SPXW200702P02885000,13.23,5.38,12.4,13.1,407,0.3728,-0.1677,0.0017,655
07/02/2020,SPXW200702C02890000,161.44,0,140.3,142.5,0,0.378,0.8199,0.0018,41,2890.000,SPXW200702P02890000,15.3,7,13.1,13.8,71,0.37,-0.1752,0.0018,466
07/02/2020,SPXW200702C02895000,166.9,0,136.1,138.3,0,0.3757,0.8118,0.0019,14,2895.000,SPXW200702P02895000,15.6,6.85,13.9,14.6,327,0.368,-0.1835,0.0019,109
07/02/2020,SPXW200702C02900000,124.51,-60.79,131.9,134,14,0.3731,0.8036,0.0019,977,2900.000,SPXW200702P02900000,15.7,6.45,14.6,15.4,4398,0.3656,-0.1918,0.0019,3498
07/02/2020,SPXW200702C02905000,222.9,0,127.7,129.8,0,0.3706,0.795,0.002,2,2905.000,SPXW200702P02905000,16.43,6.68,15.5,16.2,113,0.3637,-0.2009,0.002,222
07/02/2020,SPXW200702C02910000,161,0,123.6,125.7,0,0.3687,0.7857,0.002,43,2910.000,SPXW200702P02910000,16.89,6.59,16.3,17,249,0.3615,-0.21,0.0021,527
07/02/2020,SPXW200702C02915000,121.5,-50.4,119.5,121.6,1,0.3663,0.7763,0.0021,11,2915.000,SPXW200702P02915000,17.04,6.19,17.2,17.9,132,0.3594,-0.2195,0.0021,183
07/02/2020,SPXW200702C02920000,144.69,-22.81,115.4,117.5,10,0.3636,0.7668,0.0022,41,2920.000,SPXW200702P02920000,18.3,6.85,18.1,18.9,191,0.3569,-0.2292,0.0022,481
07/02/2020,SPXW200702C02925000,129,-34.1,111.4,113.5,2,0.3614,0.7567,0.0022,49,2925.000,SPXW200702P02925000,18.95,6.9,19.1,19.9,454,0.3548,-0.2395,0.0023,1198
07/02/2020,SPXW200702C02930000,106.27,-52.43,107.5,109.1,6,0.3593,0.7463,0.0023,17,2930.000,SPXW200702P02930000,20.02,7.37,20.1,21,76,0.3524,-0.2499,0.0023,605
07/02/2020,SPXW200702C02935000,102.52,-51.88,103.6,105.5,5,0.3567,0.7356,0.0024,53,2935.000,SPXW200702P02935000,25.32,11.97,21.1,22.1,114,0.3504,-0.2609,0.0024,184
07/02/2020,SPXW200702C02940000,139.9,0,99.7,101.6,0,0.3546,0.7245,0.0024,19,2940.000,SPXW200702P02940000,21.82,7.77,22.2,23.2,213,0.348,-0.272,0.0025,567
07/02/2020,SPXW200702C02945000,130.31,0,95.9,97.8,0,0.3528,0.7128,0.0025,18,2945.000,SPXW200702P02945000,27.48,12.73,23.4,24.3,156,0.3452,-0.2833,0.0025,704
07/02/2020,SPXW200702C02950000,91.36,-50.24,92.1,94,49,0.3502,0.7011,0.0026,197,2950.000,SPXW200702P02950000,26.23,10.68,24.6,25.6,1130,0.3431,-0.2954,0.0026,3090
07/02/2020,SPXW200702C02955000,100.08,-37.32,88.5,90.1,10,0.3476,0.6891,0.0026,11,2955.000,SPXW200702P02955000,30.63,14.28,25.8,26.8,92,0.3406,-0.3076,0.0027,571
07/02/2020,SPXW200702C02960000,83.14,-50.06,84.8,86.4,27,0.3449,0.6768,0.0027,64,2960.000,SPXW200702P02960000,26.9,9.75,27.2,28.2,76,0.3381,-0.3202,0.0027,547
07/02/2020,SPXW200702C02965000,82.78,-46.32,81.2,82.7,7,0.3426,0.6639,0.0027,5,2965.000,SPXW200702P02965000,32.8,14.75,28.6,29.5,28,0.3355,-0.3332,0.0028,387
07/02/2020,SPXW200702C02970000,79.18,-45.82,77.6,79,4,0.3398,0.6509,0.0028,85,2970.000,SPXW200702P02970000,35.12,16.17,30,31,174,0.3332,-0.3466,0.0029,538
07/02/2020,SPXW200702C02975000,70.5,-50.4,74.1,75.6,80,0.337,0.6375,0.0029,82,2975.000,SPXW200702P02975000,31.09,11.24,31.5,32.4,236,0.3301,-0.3601,0.0029,1097
07/02/2020,SPXW200702C02980000,67.67,-49.23,70.7,72,39,0.3344,0.6236,0.0029,577,2980.000,SPXW200702P02980000,32.1,11.25,33,34,904,0.328,-0.3743,0.003,637
07/02/2020,SPXW200702C02985000,68.07,-44.83,67.4,68.6,22,0.3314,0.6096,0.003,20,2985.000,SPXW200702P02985000,34,12.15,34.5,35.6,310,0.325,-0.3886,0.003,742
07/02/2020,SPXW200702C02990000,72.6,-36.4,64,65.2,22,0.3286,0.5951,0.003,51,2990.000,SPXW200702P02990000,36.17,13.22,36.2,37.2,132,0.3222,-0.4034,0.0031,418
07/02/2020,SPXW200702C02995000,56,-49.1,60.7,62,32,0.326,0.5802,0.0031,22,2995.000,SPXW200702P02995000,37.79,13.74,37.8,39,370,0.3194,-0.4185,0.0032,236
07/02/2020,SPXW200702C03000000,56.24,-45.06,57.5,58.7,624,0.3229,0.565,0.0031,2538,3000.000,SPXW200702P03000000,41.73,16.53,39.6,40.7,3047,0.3163,-0.434,0.0032,4845
07/02/2020,SPXW200702C03005000,53.24,-44.21,54.4,55.6,30,0.32,0.5495,0.0032,37,3005.000,SPXW200702P03005000,43.5,17.1,41.5,42.6,27,0.3138,-0.4499,0.0033,115
07/02/2020,SPXW200702C03010000,51,-42.7,51.4,52.4,334,0.3172,0.5336,0.0032,263,3010.000,SPXW200702P03010000,44.84,17.24,43.4,44.5,170,0.3107,-0.466,0.0033,337
07/02/2020,SPXW200702C03015000,50.3,-39.65,48.4,49.4,206,0.314,0.5174,0.0033,26,3015.000,SPXW200702P03015000,45.18,16.28,45.4,46.5,246,0.3075,-0.4826,0.0033,342
07/02/2020,SPXW200702C03020000,44.9,-41.4,45.4,46.5,325,0.3108,0.5008,0.0033,522,3020.000,SPXW200702P03020000,47.7,17.5,47.4,48.8,377,0.3047,-0.4994,0.0034,2718
07/02/2020,SPXW200702C03025000,43.02,-39.63,42.6,43.7,161,0.3075,0.484,0.0033,72,3025.000,SPXW200702P03025000,55.97,24.37,49.6,50.8,483,0.3013,-0.5166,0.0034,727
07/02/2020,SPXW200702C03030000,40.42,-38.68,39.8,40.8,1435,0.3042,0.4668,0.0034,219,3030.000,SPXW200702P03030000,51.3,18.3,51.8,53,320,0.2981,-0.5341,0.0034,582
07/02/2020,SPXW200702C03035000,39.32,-36.28,37.1,38.1,156,0.3008,0.4494,0.0034,27,3035.000,SPXW200702P03035000,54.4,19.9,54.1,55.3,220,0.2949,-0.5519,0.0035,3417
07/02/2020,SPXW200702C03040000,31.81,-40.29,34.5,35.5,533,0.2973,0.4316,0.0034,338,3040.000,SPXW200702P03040000,56.97,20.97,56.5,57.7,139,0.2914,-0.57,0.0035,323
